E:\PetAI\Project\.venv\Scripts\python.exe E:\PetAI\Project\cleanbot\capture_img_client.py
灰度图像接收客户端
服务器: 192.168.4.1:5000
----------------------------------------
尝试连接到 192.168.4.1:5000
连接成功!
图像将保存到: FRAME_QQVGA
开始接收灰度图像...
按 Ctrl+C 停止接收

  -> 保存第 1 帧: FRAME_QQVGA/frame_000001_20260213_120644.png (4.1 KB)
  -> 保存第 2 帧: FRAME_QQVGA/frame_000002_20260213_120644.png (13.5 KB)
  -> 保存第 3 帧: FRAME_QQVGA/frame_000003_20260213_120644.png (13.6 KB)
  -> 保存第 4 帧: FRAME_QQVGA/frame_000004_20260213_120644.png (13.5 KB)
  -> 保存第 5 帧: FRAME_QQVGA/frame_000005_20260213_120644.png (13.5 KB)
[12:06:45] 接收: 14帧 | FPS:  14 | 已保存: 13张 | 速率:  239.1 KB/s
[12:34:47] 接收: 19807帧 | FPS:  13 | 已保存: 19806张 | 速率:  220.6 KB/s
[12:34:48] 接收: 19820帧 | FPS:  13 | 已保存: 19819张 | 速率:  220.6 KB/s
[12:34:49] 接收: 19833帧 | FPS:  13 | 已保存: 19832张 | 速率:  220.6 KB/s
[12:34:50] 接收: 19846帧 | FPS:  13 | 已保存: 19845张 | 速率:  220.6 KB/s
[12:34:51] 接收: 19859帧 | FPS:  13 | 已保存: 19858张 | 速率:  220.6 KB/s
[12:34:52] 接收: 19871帧 | FPS:  12 | 已保存: 19870张 | 速率:  220.6 KB/s
[12:34:53] 接收: 19884帧 | FPS:  13 | 已保存: 19883张 | 速率:  220.6 KB/s
[12:34:55] 接收: 19897帧 | FPS:  13 | 已保存: 19896张 | 速率:  220.6 KB/s
[12:34:56] 接收: 19910帧 | FPS:  13 | 已保存: 19909张 | 速率:  220.6 KB/s
[12:34:57] 接收: 19923帧 | FPS:  13 | 已保存: 19922张 | 速率:  220.7 KB/s
[12:34:58] 接收: 19936帧 | FPS:  13 | 已保存: 19935张 | 速率:  220.7 KB/s
[12:34:59] 接收: 19949帧 | FPS:  13 | 已保存: 19948张 | 速率:  220.7 KB/s
[12:35:00] 接收: 19962帧 | FPS:  13 | 已保存: 19961张 | 速率:  220.7 KB/s
[12:35:01] 接收: 19976帧 | FPS:  14 | 已保存: 19975张 | 速率:  220.7 KB/s
[12:35:02] 接收: 19989帧 | FPS:  13 | 已保存: 19988张 | 速率:  220.7 KB/s
[12:35:03] 接收: 20002帧 | FPS:  13 | 已保存: 20001张 | 速率:  220.7 KB/s
[12:35:04] 接收: 20014帧 | FPS:  12 | 已保存: 20013张 | 速率:  220.7 KB/s
[12:35:05] 接收: 20028帧 | FPS:  14 | 已保存: 20027张 | 速率:  220.7 KB/s
[12:35:06] 接收: 20040帧 | FPS:  12 | 已保存: 20039张 | 速率:  220.7 KB/s
[12:35:07] 接收: 20053帧 | FPS:  13 | 已保存: 20052张 | 速率:  220.7 KB/s
[12:35:08] 接收: 20066帧 | FPS:  13 | 已保存: 20065张 | 速率:  220.8 KB/s
[12:35:09] 接收: 20079帧 | FPS:  13 | 已保存: 20078张 | 速率:  220.8 KB/s
[12:35:10] 接收: 20093帧 | FPS:  14 | 已保存: 20092张 | 速率:  220.8 KB/s
[12:35:11] 接收: 20106帧 | FPS:  13 | 已保存: 20105张 | 速率:  220.8 KB/s
[12:35:12] 接收: 20120帧 | FPS:  14 | 已保存: 20119张 | 速率:  220.8 KB/s
[12:35:13] 接收: 20133帧 | FPS:  13 | 已保存: 20132张 | 速率:  220.8 KB/s
[12:35:14] 接收: 20146帧 | FPS:  13 | 已保存: 20145张 | 速率:  220.8 KB/s
[12:35:15] 接收: 20159帧 | FPS:  13 | 已保存: 20158张 | 速率:  220.8 KB/s
[12:35:16] 接收: 20170帧 | FPS:  11 | 已保存: 20169张 | 速率:  220.8 KB/s
[12:35:17] 接收: 20183帧 | FPS:  13 | 已保存: 20182张 | 速率:  220.8 KB/s
[12:35:19] 接收: 20196帧 | FPS:  13 | 已保存: 20195张 | 速率:  220.8 KB/s
[12:35:20] 接收: 20209帧 | FPS:  13 | 已保存: 20208张 | 速率:  220.8 KB/s
[12:35:21] 接收: 20222帧 | FPS:  13 | 已保存: 20221张 | 速率:  220.8 KB/s
[12:35:22] 接收: 20235帧 | FPS:  13 | 已保存: 20234张 | 速率:  220.8 KB/s
[12:35:23] 接收: 20248帧 | FPS:  13 | 已保存: 20247张 | 速率:  220.8 KB/s
[12:35:24] 接收: 20261帧 | FPS:  13 | 已保存: 20260张 | 速率:  220.8 KB/s
[12:35:25] 接收: 20274帧 | FPS:  13 | 已保存: 20273张 | 速率:  220.9 KB/s
[12:35:26] 接收: 20288帧 | FPS:  14 | 已保存: 20287张 | 速率:  220.9 KB/s
[12:35:27] 接收: 20301帧 | FPS:  13 | 已保存: 20300张 | 速率:  220.9 KB/s
[12:35:28] 接收: 20313帧 | FPS:  12 | 已保存: 20312张 | 速率:  220.9 KB/s
[12:35:29] 接收: 20326帧 | FPS:  13 | 已保存: 20325张 | 速率:  220.9 KB/s
[12:35:30] 接收: 20338帧 | FPS:  12 | 已保存: 20337张 | 速率:  220.9 KB/s
[12:35:31] 接收: 20351帧 | FPS:  13 | 已保存: 20350张 | 速率:  220.9 KB/s
[12:35:32] 接收: 20364帧 | FPS:  13 | 已保存: 20363张 | 速率:  220.9 KB/s
[12:35:33] 接收: 20377帧 | FPS:  13 | 已保存: 20376张 | 速率:  220.9 KB/s
[12:35:34] 接收: 20390帧 | FPS:  13 | 已保存: 20389张 | 速率:  220.9 KB/s
[12:35:35] 接收: 20403帧 | FPS:  13 | 已保存: 20402张 | 速率:  220.9 KB/s
[12:35:36] 接收: 20416帧 | FPS:  13 | 已保存: 20415张 | 速率:  220.9 KB/s
[12:35:37] 接收: 20429帧 | FPS:  13 | 已保存: 20428张 | 速率:  221.0 KB/s
[12:35:38] 接收: 20441帧 | FPS:  12 | 已保存: 20440张 | 速率:  221.0 KB/s
[12:35:39] 接收: 20455帧 | FPS:  14 | 已保存: 20454张 | 速率:  221.0 KB/s
[12:35:40] 接收: 20468帧 | FPS:  13 | 已保存: 20467张 | 速率:  221.0 KB/s
[12:35:41] 接收: 20480帧 | FPS:  12 | 已保存: 20479张 | 速率:  221.0 KB/s
[12:35:42] 接收: 20494帧 | FPS:  14 | 已保存: 20493张 | 速率:  221.0 KB/s
[12:35:43] 接收: 20507帧 | FPS:  13 | 已保存: 20506张 | 速率:  221.0 KB/s
[12:35:45] 接收: 20520帧 | FPS:  13 | 已保存: 20519张 | 速率:  221.0 KB/s
[12:35:46] 接收: 20533帧 | FPS:  13 | 已保存: 20532张 | 速率:  221.0 KB/s
[12:35:47] 接收: 20546帧 | FPS:  13 | 已保存: 20545张 | 速率:  221.0 KB/s
[12:35:48] 接收: 20560帧 | FPS:  14 | 已保存: 20559张 | 速率:  221.0 KB/s
[12:35:49] 接收: 20572帧 | FPS:  12 | 已保存: 20571张 | 速率:  221.0 KB/s
[12:35:50] 接收: 20585帧 | FPS:  13 | 已保存: 20584张 | 速率:  221.0 KB/s
[12:35:51] 接收: 20598帧 | FPS:  13 | 已保存: 20597张 | 速率:  221.1 KB/s
[12:35:52] 接收: 20610帧 | FPS:  12 | 已保存: 20609张 | 速率:  221.1 KB/s
[12:35:53] 接收: 20623帧 | FPS:  13 | 已保存: 20622张 | 速率:  221.1 KB/s
[12:35:54] 接收: 20636帧 | FPS:  13 | 已保存: 20635张 | 速率:  221.1 KB/s
[12:35:55] 接收: 20649帧 | FPS:  13 | 已保存: 20648张 | 速率:  221.1 KB/s
[12:35:56] 接收: 20661帧 | FPS:  12 | 已保存: 20660张 | 速率:  221.1 KB/s
[12:35:57] 接收: 20674帧 | FPS:  13 | 已保存: 20673张 | 速率:  221.1 KB/s
[12:35:58] 接收: 20687帧 | FPS:  13 | 已保存: 20686张 | 速率:  221.1 KB/s
[12:35:59] 接收: 20699帧 | FPS:  12 | 已保存: 20698张 | 速率:  221.1 KB/s
[12:36:00] 接收: 20712帧 | FPS:  13 | 已保存: 20711张 | 速率:  221.1 KB/s
[12:36:01] 接收: 20726帧 | FPS:  14 | 已保存: 20725张 | 速率:  221.1 KB/s
[12:36:02] 接收: 20739帧 | FPS:  13 | 已保存: 20738张 | 速率:  221.1 KB/s
[12:36:03] 接收: 20753帧 | FPS:  14 | 已保存: 20752张 | 速率:  221.1 KB/s
[12:36:04] 接收: 20767帧 | FPS:  14 | 已保存: 20766张 | 速率:  221.1 KB/s
[12:36:05] 接收: 20779帧 | FPS:  12 | 已保存: 20778张 | 速率:  221.1 KB/s
[12:36:06] 接收: 20793帧 | FPS:  14 | 已保存: 20792张 | 速率:  221.2 KB/s
[12:36:07] 接收: 20805帧 | FPS:  12 | 已保存: 20804张 | 速率:  221.2 KB/s
[12:36:09] 接收: 20819帧 | FPS:  14 | 已保存: 20818张 | 速率:  221.2 KB/s
[12:36:10] 接收: 20832帧 | FPS:  13 | 已保存: 20831张 | 速率:  221.2 KB/s
[12:36:11] 接收: 20845帧 | FPS:  13 | 已保存: 20844张 | 速率:  221.2 KB/s
[12:36:12] 接收: 20858帧 | FPS:  13 | 已保存: 20857张 | 速率:  221.2 KB/s
[12:36:13] 接收: 20871帧 | FPS:  13 | 已保存: 20870张 | 速率:  221.2 KB/s
[12:36:14] 接收: 20885帧 | FPS:  14 | 已保存: 20884张 | 速率:  221.2 KB/s
[12:36:15] 接收: 20898帧 | FPS:  13 | 已保存: 20897张 | 速率:  221.2 KB/s
[12:36:16] 接收: 20911帧 | FPS:  13 | 已保存: 20910张 | 速率:  221.2 KB/s
[12:36:17] 接收: 20923帧 | FPS:  12 | 已保存: 20922张 | 速率:  221.2 KB/s
[12:36:18] 接收: 20935帧 | FPS:  12 | 已保存: 20934张 | 速率:  221.2 KB/s
[12:36:19] 接收: 20949帧 | FPS:  14 | 已保存: 20948张 | 速率:  221.2 KB/s
[12:36:20] 接收: 20962帧 | FPS:  13 | 已保存: 20961张 | 速率:  221.3 KB/s
[12:36:21] 接收: 20974帧 | FPS:  12 | 已保存: 20973张 | 速率:  221.3 KB/s
[12:36:22] 接收: 20987帧 | FPS:  13 | 已保存: 20986张 | 速率:  221.3 KB/s
[12:36:23] 接收: 21000帧 | FPS:  13 | 已保存: 20999张 | 速率:  221.3 KB/s
[12:36:24] 接收: 21013帧 | FPS:  13 | 已保存: 21012张 | 速率:  221.3 KB/s
[12:36:25] 接收: 21026帧 | FPS:  13 | 已保存: 21025张 | 速率:  221.3 KB/s
[12:36:26] 接收: 21039帧 | FPS:  13 | 已保存: 21038张 | 速率:  221.3 KB/s
[12:36:27] 接收: 21052帧 | FPS:  13 | 已保存: 21051张 | 速率:  221.3 KB/s
[12:36:28] 接收: 21065帧 | FPS:  13 | 已保存: 21064张 | 速率:  221.3 KB/s
[12:36:29] 接收: 21078帧 | FPS:  13 | 已保存: 21077张 | 速率:  221.3 KB/s
[12:36:30] 接收: 21091帧 | FPS:  13 | 已保存: 21090张 | 速率:  221.3 KB/s
[12:36:31] 接收: 21104帧 | FPS:  13 | 已保存: 21103张 | 速率:  221.3 KB/s
[12:36:32] 接收: 21117帧 | FPS:  13 | 已保存: 21116张 | 速率:  221.3 KB/s
[12:36:33] 接收: 21130帧 | FPS:  13 | 已保存: 21129张 | 速率:  221.4 KB/s
[12:36:35] 接收: 21143帧 | FPS:  13 | 已保存: 21142张 | 速率:  221.4 KB/s
[12:36:36] 接收: 21156帧 | FPS:  13 | 已保存: 21155张 | 速率:  221.4 KB/s
[12:36:37] 接收: 21168帧 | FPS:  12 | 已保存: 21167张 | 速率:  221.4 KB/s
[12:36:38] 接收: 21181帧 | FPS:  13 | 已保存: 21180张 | 速率:  221.4 KB/s
[12:36:39] 接收: 21194帧 | FPS:  13 | 已保存: 21193张 | 速率:  221.4 KB/s
[12:36:40] 接收: 21207帧 | FPS:  13 | 已保存: 21206张 | 速率:  221.4 KB/s
[12:36:41] 接收: 21220帧 | FPS:  13 | 已保存: 21219张 | 速率:  221.4 KB/s
[12:36:42] 接收: 21233帧 | FPS:  13 | 已保存: 21232张 | 速率:  221.4 KB/s
[12:36:43] 接收: 21247帧 | FPS:  14 | 已保存: 21246张 | 速率:  221.4 KB/s
[12:36:44] 接收: 21259帧 | FPS:  12 | 已保存: 21258张 | 速率:  221.4 KB/s
[12:36:45] 接收: 21273帧 | FPS:  14 | 已保存: 21272张 | 速率:  221.4 KB/s
[12:36:46] 接收: 21286帧 | FPS:  13 | 已保存: 21285张 | 速率:  221.4 KB/s
[12:36:47] 接收: 21299帧 | FPS:  13 | 已保存: 21298张 | 速率:  221.4 KB/s
[12:36:48] 接收: 21310帧 | FPS:  11 | 已保存: 21309张 | 速率:  221.4 KB/s
[12:36:49] 接收: 21323帧 | FPS:  13 | 已保存: 21322张 | 速率:  221.4 KB/s
[12:36:50] 接收: 21336帧 | FPS:  13 | 已保存: 21335张 | 速率:  221.4 KB/s
[12:36:51] 接收: 21348帧 | FPS:  12 | 已保存: 21347张 | 速率:  221.4 KB/s
[12:36:52] 接收: 21361帧 | FPS:  13 | 已保存: 21360张 | 速率:  221.5 KB/s
[12:36:53] 接收: 21375帧 | FPS:  14 | 已保存: 21374张 | 速率:  221.5 KB/s
[12:36:54] 接收: 21388帧 | FPS:  13 | 已保存: 21387张 | 速率:  221.5 KB/s
[12:36:55] 接收: 21400帧 | FPS:  12 | 已保存: 21399张 | 速率:  221.5 KB/s
[12:36:56] 接收: 21414帧 | FPS:  14 | 已保存: 21413张 | 速率:  221.5 KB/s
[12:36:58] 接收: 21426帧 | FPS:  12 | 已保存: 21425张 | 速率:  221.5 KB/s
[12:36:59] 接收: 21439帧 | FPS:  13 | 已保存: 21438张 | 速率:  221.5 KB/s
[12:37:00] 接收: 21452帧 | FPS:  13 | 已保存: 21451张 | 速率:  221.5 KB/s
[12:37:01] 接收: 21465帧 | FPS:  13 | 已保存: 21464张 | 速率:  221.5 KB/s
[12:37:02] 接收: 21478帧 | FPS:  13 | 已保存: 21477张 | 速率:  221.5 KB/s
[12:37:03] 接收: 21491帧 | FPS:  13 | 已保存: 21490张 | 速率:  221.5 KB/s
[12:37:04] 接收: 21504帧 | FPS:  13 | 已保存: 21503张 | 速率:  221.5 KB/s
[12:37:05] 接收: 21517帧 | FPS:  13 | 已保存: 21516张 | 速率:  221.5 KB/s
[12:37:06] 接收: 21530帧 | FPS:  13 | 已保存: 21529张 | 速率:  221.5 KB/s
[12:37:07] 接收: 21542帧 | FPS:  12 | 已保存: 21541张 | 速率:  221.5 KB/s
[12:37:08] 接收: 21556帧 | FPS:  14 | 已保存: 21555张 | 速率:  221.6 KB/s
[12:37:09] 接收: 21569帧 | FPS:  13 | 已保存: 21568张 | 速率:  221.6 KB/s
[12:37:10] 接收: 21582帧 | FPS:  13 | 已保存: 21581张 | 速率:  221.6 KB/s
[12:37:11] 接收: 21595帧 | FPS:  13 | 已保存: 21594张 | 速率:  221.6 KB/s
[12:37:12] 接收: 21608帧 | FPS:  13 | 已保存: 21607张 | 速率:  221.6 KB/s
[12:37:13] 接收: 21621帧 | FPS:  13 | 已保存: 21620张 | 速率:  221.6 KB/s
[12:37:14] 接收: 21634帧 | FPS:  13 | 已保存: 21633张 | 速率:  221.6 KB/s
[12:37:15] 接收: 21648帧 | FPS:  14 | 已保存: 21647张 | 速率:  221.6 KB/s
[12:37:16] 接收: 21661帧 | FPS:  13 | 已保存: 21660张 | 速率:  221.6 KB/s
[12:37:17] 接收: 21674帧 | FPS:  13 | 已保存: 21673张 | 速率:  221.6 KB/s
[12:37:19] 接收: 21688帧 | FPS:  14 | 已保存: 21687张 | 速率:  221.6 KB/s
[12:37:20] 接收: 21701帧 | FPS:  13 | 已保存: 21700张 | 速率:  221.6 KB/s
[12:37:21] 接收: 21714帧 | FPS:  13 | 已保存: 21713张 | 速率:  221.6 KB/s
[12:37:22] 接收: 21726帧 | FPS:  12 | 已保存: 21725张 | 速率:  221.6 KB/s
[12:37:23] 接收: 21739帧 | FPS:  13 | 已保存: 21738张 | 速率:  221.6 KB/s
[12:37:24] 接收: 21752帧 | FPS:  13 | 已保存: 21751张 | 速率:  221.6 KB/s
[12:37:25] 接收: 21765帧 | FPS:  13 | 已保存: 21764张 | 速率:  221.6 KB/s
[12:37:26] 接收: 21778帧 | FPS:  13 | 已保存: 21777张 | 速率:  221.7 KB/s
[12:37:27] 接收: 21791帧 | FPS:  13 | 已保存: 21790张 | 速率:  221.7 KB/s
[12:37:28] 接收: 21804帧 | FPS:  13 | 已保存: 21803张 | 速率:  221.7 KB/s
[12:37:29] 接收: 21817帧 | FPS:  13 | 已保存: 21816张 | 速率:  221.7 KB/s
[12:37:30] 接收: 21830帧 | FPS:  13 | 已保存: 21829张 | 速率:  221.7 KB/s
[12:37:31] 接收: 21843帧 | FPS:  13 | 已保存: 21842张 | 速率:  221.7 KB/s
[12:37:32] 接收: 21856帧 | FPS:  13 | 已保存: 21855张 | 速率:  221.7 KB/s
[12:37:33] 接收: 21870帧 | FPS:  14 | 已保存: 21869张 | 速率:  221.7 KB/s
[12:37:34] 接收: 21883帧 | FPS:  13 | 已保存: 21882张 | 速率:  221.7 KB/s
[12:37:35] 接收: 21896帧 | FPS:  13 | 已保存: 21895张 | 速率:  221.7 KB/s
[12:37:36] 接收: 21909帧 | FPS:  13 | 已保存: 21908张 | 速率:  221.7 KB/s
[12:37:37] 接收: 21922帧 | FPS:  13 | 已保存: 21921张 | 速率:  221.7 KB/s
[12:37:38] 接收: 21934帧 | FPS:  12 | 已保存: 21933张 | 速率:  221.7 KB/s
[12:37:40] 接收: 21948帧 | FPS:  14 | 已保存: 21947张 | 速率:  221.7 KB/s
[12:37:41] 接收: 21961帧 | FPS:  13 | 已保存: 21960张 | 速率:  221.8 KB/s
[12:37:42] 接收: 21975帧 | FPS:  14 | 已保存: 21974张 | 速率:  221.8 KB/s
[12:37:43] 接收: 21988帧 | FPS:  13 | 已保存: 21987张 | 速率:  221.8 KB/s
[12:37:44] 接收: 22001帧 | FPS:  13 | 已保存: 22000张 | 速率:  221.8 KB/s
[12:37:45] 接收: 22014帧 | FPS:  13 | 已保存: 22013张 | 速率:  221.8 KB/s
[12:37:46] 接收: 22027帧 | FPS:  13 | 已保存: 22026张 | 速率:  221.8 KB/s
[12:37:47] 接收: 22040帧 | FPS:  13 | 已保存: 22039张 | 速率:  221.8 KB/s
[12:37:48] 接收: 22053帧 | FPS:  13 | 已保存: 22052张 | 速率:  221.8 KB/s
[12:37:49] 接收: 22066帧 | FPS:  13 | 已保存: 22065张 | 速率:  221.8 KB/s
[12:37:50] 接收: 22079帧 | FPS:  13 | 已保存: 22078张 | 速率:  221.8 KB/s
[12:37:51] 接收: 22092帧 | FPS:  13 | 已保存: 22091张 | 速率:  221.8 KB/s
[12:37:52] 接收: 22105帧 | FPS:  13 | 已保存: 22104张 | 速率:  221.8 KB/s
[12:37:53] 接收: 22119帧 | FPS:  14 | 已保存: 22118张 | 速率:  221.8 KB/s
[12:37:54] 接收: 22132帧 | FPS:  13 | 已保存: 22131张 | 速率:  221.8 KB/s
[12:37:55] 接收: 22144帧 | FPS:  12 | 已保存: 22143张 | 速率:  221.8 KB/s
[12:37:56] 接收: 22157帧 | FPS:  13 | 已保存: 22156张 | 速率:  221.8 KB/s
[12:37:57] 接收: 22170帧 | FPS:  13 | 已保存: 22169张 | 速率:  221.8 KB/s
[12:37:59] 接收: 22184帧 | FPS:  14 | 已保存: 22183张 | 速率:  221.8 KB/s
[12:38:00] 接收: 22198帧 | FPS:  14 | 已保存: 22197张 | 速率:  221.9 KB/s
[12:38:01] 接收: 22210帧 | FPS:  12 | 已保存: 22209张 | 速率:  221.9 KB/s
[12:38:02] 接收: 22223帧 | FPS:  13 | 已保存: 22222张 | 速率:  221.9 KB/s
[12:38:03] 接收: 22235帧 | FPS:  12 | 已保存: 22234张 | 速率:  221.9 KB/s
[12:38:04] 接收: 22248帧 | FPS:  13 | 已保存: 22247张 | 速率:  221.9 KB/s
[12:38:05] 接收: 22261帧 | FPS:  13 | 已保存: 22260张 | 速率:  221.9 KB/s
[12:38:06] 接收: 22273帧 | FPS:  12 | 已保存: 22272张 | 速率:  221.9 KB/s
[12:38:07] 接收: 22286帧 | FPS:  13 | 已保存: 22285张 | 速率:  221.9 KB/s
[12:38:08] 接收: 22299帧 | FPS:  13 | 已保存: 22298张 | 速率:  221.9 KB/s
[12:38:09] 接收: 22312帧 | FPS:  13 | 已保存: 22311张 | 速率:  221.9 KB/s
[12:38:10] 接收: 22325帧 | FPS:  13 | 已保存: 22324张 | 速率:  221.9 KB/s
[12:38:11] 接收: 22338帧 | FPS:  13 | 已保存: 22337张 | 速率:  221.9 KB/s
[12:38:12] 接收: 22351帧 | FPS:  13 | 已保存: 22350张 | 速率:  221.9 KB/s
[12:38:13] 接收: 22365帧 | FPS:  14 | 已保存: 22364张 | 速率:  221.9 KB/s
[12:38:14] 接收: 22378帧 | FPS:  13 | 已保存: 22377张 | 速率:  221.9 KB/s
[12:38:15] 接收: 22392帧 | FPS:  14 | 已保存: 22391张 | 速率:  221.9 KB/s
[12:38:16] 接收: 22405帧 | FPS:  13 | 已保存: 22404张 | 速率:  222.0 KB/s
[12:38:17] 接收: 22418帧 | FPS:  13 | 已保存: 22417张 | 速率:  222.0 KB/s
[12:38:18] 接收: 22432帧 | FPS:  14 | 已保存: 22431张 | 速率:  222.0 KB/s
[12:38:19] 接收: 22444帧 | FPS:  12 | 已保存: 22443张 | 速率:  222.0 KB/s
[12:38:20] 接收: 22457帧 | FPS:  13 | 已保存: 22456张 | 速率:  222.0 KB/s
[12:38:22] 接收: 22470帧 | FPS:  13 | 已保存: 22469张 | 速率:  222.0 KB/s
[12:38:23] 接收: 22484帧 | FPS:  14 | 已保存: 22483张 | 速率:  222.0 KB/s
[12:38:24] 接收: 22498帧 | FPS:  14 | 已保存: 22497张 | 速率:  222.0 KB/s
[12:38:25] 接收: 22511帧 | FPS:  13 | 已保存: 22510张 | 速率:  222.0 KB/s
[12:38:26] 接收: 22524帧 | FPS:  13 | 已保存: 22523张 | 速率:  222.0 KB/s
[12:38:27] 接收: 22537帧 | FPS:  13 | 已保存: 22536张 | 速率:  222.0 KB/s
[12:38:28] 接收: 22549帧 | FPS:  12 | 已保存: 22548张 | 速率:  222.0 KB/s
[12:38:29] 接收: 22563帧 | FPS:  14 | 已保存: 22562张 | 速率:  222.0 KB/s
[12:38:30] 接收: 22577帧 | FPS:  14 | 已保存: 22576张 | 速率:  222.0 KB/s
[12:38:31] 接收: 22590帧 | FPS:  13 | 已保存: 22589张 | 速率:  222.1 KB/s
[12:38:32] 接收: 22602帧 | FPS:  12 | 已保存: 22601张 | 速率:  222.1 KB/s
[12:38:33] 接收: 22615帧 | FPS:  13 | 已保存: 22614张 | 速率:  222.1 KB/s
[12:38:34] 接收: 22628帧 | FPS:  13 | 已保存: 22627张 | 速率:  222.1 KB/s
[12:38:35] 接收: 22640帧 | FPS:  12 | 已保存: 22639张 | 速率:  222.1 KB/s
[12:38:36] 接收: 22654帧 | FPS:  14 | 已保存: 22653张 | 速率:  222.1 KB/s
[12:38:37] 接收: 22668帧 | FPS:  14 | 已保存: 22667张 | 速率:  222.1 KB/s
[12:38:38] 接收: 22680帧 | FPS:  12 | 已保存: 22679张 | 速率:  222.1 KB/s
[12:38:39] 接收: 22693帧 | FPS:  13 | 已保存: 22692张 | 速率:  222.1 KB/s
[12:38:40] 接收: 22706帧 | FPS:  13 | 已保存: 22705张 | 速率:  222.1 KB/s
[12:38:42] 接收: 22720帧 | FPS:  14 | 已保存: 22719张 | 速率:  222.1 KB/s
[12:38:43] 接收: 22733帧 | FPS:  13 | 已保存: 22732张 | 速率:  222.1 KB/s
[12:38:44] 接收: 22747帧 | FPS:  14 | 已保存: 22746张 | 速率:  222.1 KB/s
[12:38:45] 接收: 22759帧 | FPS:  12 | 已保存: 22758张 | 速率:  222.1 KB/s
[12:38:46] 接收: 22772帧 | FPS:  13 | 已保存: 22771张 | 速率:  222.1 KB/s
[12:38:47] 接收: 22785帧 | FPS:  13 | 已保存: 22784张 | 速率:  222.1 KB/s
[12:38:48] 接收: 22799帧 | FPS:  14 | 已保存: 22798张 | 速率:  222.1 KB/s
[12:38:49] 接收: 22812帧 | FPS:  13 | 已保存: 22811张 | 速率:  222.2 KB/s
[12:38:50] 接收: 22825帧 | FPS:  13 | 已保存: 22824张 | 速率:  222.2 KB/s
[12:38:51] 接收: 22838帧 | FPS:  13 | 已保存: 22837张 | 速率:  222.2 KB/s
[12:38:52] 接收: 22851帧 | FPS:  13 | 已保存: 22850张 | 速率:  222.2 KB/s
[12:38:53] 接收: 22864帧 | FPS:  13 | 已保存: 22863张 | 速率:  222.2 KB/s
[12:38:54] 接收: 22877帧 | FPS:  13 | 已保存: 22876张 | 速率:  222.2 KB/s
[12:38:55] 接收: 22890帧 | FPS:  13 | 已保存: 22889张 | 速率:  222.2 KB/s
[12:38:56] 接收: 22903帧 | FPS:  13 | 已保存: 22902张 | 速率:  222.2 KB/s
[12:38:57] 接收: 22916帧 | FPS:  13 | 已保存: 22915张 | 速率:  222.2 KB/s
[12:38:58] 接收: 22929帧 | FPS:  13 | 已保存: 22928张 | 速率:  222.2 KB/s
[12:38:59] 接收: 22943帧 | FPS:  14 | 已保存: 22942张 | 速率:  222.2 KB/s
[12:39:00] 接收: 22955帧 | FPS:  12 | 已保存: 22954张 | 速率:  222.2 KB/s
[12:39:01] 接收: 22968帧 | FPS:  13 | 已保存: 22967张 | 速率:  222.2 KB/s
[12:39:02] 接收: 22981帧 | FPS:  13 | 已保存: 22980张 | 速率:  222.2 KB/s
[12:39:04] 接收: 22994帧 | FPS:  13 | 已保存: 22993张 | 速率:  222.2 KB/s
[12:39:05] 接收: 23007帧 | FPS:  13 | 已保存: 23006张 | 速率:  222.3 KB/s
[12:39:06] 接收: 23020帧 | FPS:  13 | 已保存: 23019张 | 速率:  222.3 KB/s
[12:39:07] 接收: 23033帧 | FPS:  13 | 已保存: 23032张 | 速率:  222.3 KB/s
[12:39:08] 接收: 23046帧 | FPS:  13 | 已保存: 23045张 | 速率:  222.3 KB/s
[12:39:09] 接收: 23058帧 | FPS:  12 | 已保存: 23057张 | 速率:  222.3 KB/s
[12:39:10] 接收: 23071帧 | FPS:  13 | 已保存: 23070张 | 速率:  222.3 KB/s
[12:39:11] 接收: 23085帧 | FPS:  14 | 已保存: 23084张 | 速率:  222.3 KB/s
[12:39:12] 接收: 23098帧 | FPS:  13 | 已保存: 23097张 | 速率:  222.3 KB/s
[12:39:13] 接收: 23110帧 | FPS:  12 | 已保存: 23109张 | 速率:  222.3 KB/s
[12:39:14] 接收: 23123帧 | FPS:  13 | 已保存: 23122张 | 速率:  222.3 KB/s
[12:39:15] 接收: 23136帧 | FPS:  13 | 已保存: 23135张 | 速率:  222.3 KB/s
[12:39:16] 接收: 23149帧 | FPS:  13 | 已保存: 23148张 | 速率:  222.3 KB/s
[12:39:17] 接收: 23162帧 | FPS:  13 | 已保存: 23161张 | 速率:  222.3 KB/s
[12:39:18] 接收: 23176帧 | FPS:  14 | 已保存: 23175张 | 速率:  222.3 KB/s
[12:39:19] 接收: 23188帧 | FPS:  12 | 已保存: 23187张 | 速率:  222.3 KB/s
[12:39:20] 接收: 23201帧 | FPS:  13 | 已保存: 23200张 | 速率:  222.3 KB/s
[12:39:21] 接收: 23214帧 | FPS:  13 | 已保存: 23213张 | 速率:  222.3 KB/s
[12:39:22] 接收: 23228帧 | FPS:  14 | 已保存: 23227张 | 速率:  222.4 KB/s
[12:39:23] 接收: 23240帧 | FPS:  12 | 已保存: 23239张 | 速率:  222.4 KB/s
